Year;River Segments;Migracion (m/year);Periodo;Zone
2004-2008;10;10.4423;Moderate mining;A1
2004-2008;10;10.7125;Moderate mining;A1
2004-2008;10;4.9293;Moderate mining;A1
2004-2008;10;6.255;Moderate mining;A1
2004-2008;10;7.671;Moderate mining;A1
2004-2008;10;12.3668;Moderate mining;A1
2004-2008;10;12.8795;Moderate mining;A1
2004-2008;10;13.1948;Moderate mining;A1
2004-2008;10;13.3015;Moderate mining;A1
2004-2008;10;13.2025;Moderate mining;A1
2004-2008;10;12.9105;Moderate mining;A1
2004-2008;10;9.282;Moderate mining;A1
2004-2008;10;8.2458;Moderate mining;A1
2004-2008;10;7.091;Moderate mining;A1
2004-2008;10;5.9698;Moderate mining;A1
2004-2008;10;4.9475;Moderate mining;A1
2004-2008;10;4.0663;Moderate mining;A1
2004-2008;10;10.73;Moderate mining;A1
2004-2008;10;10.4158;Moderate mining;A1
2004-2008;10;2.895;Moderate mining;A1
2004-2008;10;2.6165;Moderate mining;A1
2004-2008;10;2.4158;Moderate mining;A1
2004-2008;10;2.1648;Moderate mining;A1
2004-2008;10;9.48;Moderate mining;A1
2004-2008;10;9.254;Moderate mining;A1
2004-2008;10;1.2775;Moderate mining;A1
2004-2008;10;0.9253;Moderate mining;A1
2004-2008;10;1.2668;Moderate mining;A1
2004-2008;10;2.0598;Moderate mining;A1
2004-2008;10;2.932;Moderate mining;A1
2004-2008;10;3.7478;Moderate mining;A1
2004-2008;10;4.4735;Moderate mining;A1
2004-2008;10;5.1058;Moderate mining;A1
2004-2008;10;5.644;Moderate mining;A1
2004-2008;10;6.0893;Moderate mining;A1
2004-2008;10;6.4468;Moderate mining;A1
2004-2008;10;6.739;Moderate mining;A1
2008-2012;10;5.074;Intensive mining;A1
2008-2012;10;5.2455;Intensive mining;A1
2008-2012;10;5.4205;Intensive mining;A1
2008-2012;10;5.5848;Intensive mining;A1
2008-2012;10;5.7228;Intensive mining;A1
2008-2012;10;5.8185;Intensive mining;A1
2008-2012;10;5.8673;Intensive mining;A1
2008-2012;10;5.8825;Intensive mining;A1
2008-2012;10;5.8805;Intensive mining;A1
2008-2012;10;5.8773;Intensive mining;A1
2008-2012;10;5.8855;Intensive mining;A1
2008-2012;10;5.9148;Intensive mining;A1
2008-2012;10;5.9758;Intensive mining;A1
2008-2012;10;6.0723;Intensive mining;A1
2008-2012;10;6.1585;Intensive mining;A1
2008-2012;10;6.1668;Intensive mining;A1
2008-2012;10;6.048;Intensive mining;A1
2008-2012;10;5.8318;Intensive mining;A1
2008-2012;10;5.9065;Intensive mining;A1
2008-2012;10;5.4225;Intensive mining;A1
2008-2012;10;5.0503;Intensive mining;A1
2008-2012;10;4.893;Intensive mining;A1
2008-2012;10;5.0098;Intensive mining;A1
2008-2012;10;5.3893;Intensive mining;A1
2008-2012;10;5.947;Intensive mining;A1
2008-2012;10;6.5628;Intensive mining;A1
2008-2012;10;6.2618;Intensive mining;A1
2008-2012;10;6.48;Intensive mining;A1
2008-2012;10;6.55;Intensive mining;A1
2008-2012;10;6.4753;Intensive mining;A1
2008-2012;10;6.2883;Intensive mining;A1
2008-2012;10;6.0205;Intensive mining;A1
2008-2012;10;5.6865;Intensive mining;A1
2008-2012;10;5.299;Intensive mining;A1
2008-2012;10;4.872;Intensive mining;A1
2008-2012;10;4.417;Intensive mining;A1
2008-2012;10;3.9753;Intensive mining;A1
2008-2012;10;3.6003;Intensive mining;A1
2008-2012;10;3.325;Intensive mining;A1
2008-2012;10;3.1545;Intensive mining;A1
2008-2012;10;6.9683;Intensive mining;A1
2008-2012;10;6.959;Intensive mining;A1
2008-2012;10;6.959;Intensive mining;A1
2008-2012;10;3.078;Intensive mining;A1
2008-2012;10;3.097;Intensive mining;A1
2008-2012;10;3.1208;Intensive mining;A1
2008-2012;10;3.144;Intensive mining;A1
2008-2012;10;3.1578;Intensive mining;A1
2008-2012;10;3.1608;Intensive mining;A1
2008-2012;10;3.1818;Intensive mining;A1
2008-2012;10;3.2903;Intensive mining;A1
2008-2012;10;3.5285;Intensive mining;A1
2008-2012;10;3.869;Intensive mining;A1
2008-2012;10;4.2583;Intensive mining;A1
2008-2012;10;7.7785;Intensive mining;A1
2008-2012;10;8.1668;Intensive mining;A1
2008-2012;10;8.5498;Intensive mining;A1
2008-2012;10;8.8908;Intensive mining;A1
2008-2012;10;9.1833;Intensive mining;A1
2008-2012;10;4.657;Intensive mining;A1
2008-2012;10;4.2085;Intensive mining;A1
2008-2012;10;3.5835;Intensive mining;A1
2008-2012;10;11.0295;Intensive mining;A1
2008-2012;10;10.5275;Intensive mining;A1
2008-2012;10;10.1813;Intensive mining;A1
2008-2012;10;0.414;Intensive mining;A1
2008-2012;10;1.0568;Intensive mining;A1
2008-2012;10;2.551;Intensive mining;A1
2008-2012;10;4.0265;Intensive mining;A1
2008-2012;10;10.704;Intensive mining;A1
2008-2012;10;11.2985;Intensive mining;A1
2008-2012;10;11.9563;Intensive mining;A1
2008-2012;10;12.5845;Intensive mining;A1
2008-2012;10;8.0013;Intensive mining;A1
2008-2012;10;8.2485;Intensive mining;A1
2008-2012;10;12.308;Intensive mining;A1
2008-2012;10;5.134;Intensive mining;A1
2012-2016;10;6.2688;Intensive mining;A1
2012-2016;10;6.5188;Intensive mining;A1
2012-2016;10;6.5358;Intensive mining;A1
2012-2016;10;6.253;Intensive mining;A1
2012-2016;10;6.002;Intensive mining;A1
2012-2016;10;6.4248;Intensive mining;A1
2012-2016;10;8.2083;Intensive mining;A1
2012-2016;10;18.4998;Intensive mining;A1
2012-2016;10;17.6698;Intensive mining;A1
2012-2016;10;16.4725;Intensive mining;A1
2012-2016;10;15.5815;Intensive mining;A1
2012-2016;10;9.5233;Intensive mining;A1
2012-2016;10;10.4253;Intensive mining;A1
2012-2016;10;12.165;Intensive mining;A1
2012-2016;10;14.205;Intensive mining;A1
2012-2016;10;16.6568;Intensive mining;A1
2012-2016;10;19.087;Intensive mining;A1
2012-2016;10;20.4255;Intensive mining;A1
2012-2016;10;15.8558;Intensive mining;A1
2012-2016;10;10.2483;Intensive mining;A1
2012-2016;10;6.4888;Intensive mining;A1
2012-2016;10;9.1963;Intensive mining;A1
2012-2016;10;20.0935;Intensive mining;A1
2012-2016;10;22.4575;Intensive mining;A1
2012-2016;10;17.9968;Intensive mining;A1
2012-2016;10;18.5528;Intensive mining;A1
2012-2016;10;16.7158;Intensive mining;A1
2012-2016;10;14.0373;Intensive mining;A1
2012-2016;10;17.9928;Intensive mining;A1
2012-2016;10;16.658;Intensive mining;A1
2012-2016;10;11.146;Intensive mining;A1
2012-2016;10;12.3733;Intensive mining;A1
2016-2020;10;34.2115;Intensive mining;A1
2016-2020;10;35.4593;Intensive mining;A1
2016-2020;10;18.1848;Intensive mining;A1
2016-2020;10;18.5088;Intensive mining;A1
2016-2020;10;10.4543;Intensive mining;A1
2016-2020;10;8.6725;Intensive mining;A1
2016-2020;10;7.7655;Intensive mining;A1
2016-2020;10;7.6018;Intensive mining;A1
2016-2020;10;7.6443;Intensive mining;A1
2016-2020;10;7.6175;Intensive mining;A1
2016-2020;10;7.547;Intensive mining;A1
2016-2020;10;7.5745;Intensive mining;A1
2016-2020;10;7.8418;Intensive mining;A1
2016-2020;10;8.3415;Intensive mining;A1
2016-2020;10;8.8875;Intensive mining;A1
2016-2020;10;9.43;Intensive mining;A1
2016-2020;10;10.2135;Intensive mining;A1
2016-2020;10;11.249;Intensive mining;A1
2016-2020;10;11.8453;Intensive mining;A1
2016-2020;10;15.518;Intensive mining;A1
2016-2020;10;13.7133;Intensive mining;A1
2016-2020;10;16.8345;Intensive mining;A1
2016-2020;10;16.582;Intensive mining;A1
2016-2020;10;23.0255;Intensive mining;A1
2016-2020;10;28.7793;Intensive mining;A1
2016-2020;10;32.215;Intensive mining;A1
2016-2020;10;32.235;Intensive mining;A1
2016-2020;10;29.073;Intensive mining;A1
2016-2020;10;23.3093;Intensive mining;A1
2016-2020;10;15.4485;Intensive mining;A1
2016-2020;10;6.1795;Intensive mining;A1
2016-2020;10;26.534;Intensive mining;A1
2016-2020;10;14.8815;Intensive mining;A1
1984-1987;11;2.477;Minimal mining;A2
1984-1987;11;2.6393;Minimal mining;A2
1984-1987;11;2.9767;Minimal mining;A2
1984-1987;11;3.4223;Minimal mining;A2
1984-1987;11;3.5737;Minimal mining;A2
1984-1987;11;3.698;Minimal mining;A2
1984-1987;11;3.9673;Minimal mining;A2
1984-1987;11;4.636;Minimal mining;A2
1984-1987;11;5.5797;Minimal mining;A2
1984-1987;11;5.9157;Minimal mining;A2
1984-1987;11;6.3117;Minimal mining;A2
1984-1987;11;6.757;Minimal mining;A2
1984-1987;11;7.2797;Minimal mining;A2
1984-1987;11;7.363;Minimal mining;A2
1984-1987;11;9.3247;Minimal mining;A2
1984-1987;11;9.5233;Minimal mining;A2
1984-1987;11;9.7847;Minimal mining;A2
1984-1987;11;10.198;Minimal mining;A2
1984-1987;11;12.255;Minimal mining;A2
1984-1987;11;23.307;Minimal mining;A2
1984-1987;11;23.4653;Minimal mining;A2
1984-1987;11;25.6007;Minimal mining;A2
1984-1987;11;34.886;Minimal mining;A2
1984-1987;11;36.5203;Minimal mining;A2
1984-1987;11;36.6;Minimal mining;A2
1984-1987;11;41.053;Minimal mining;A2
1984-1987;11;51.3287;Minimal mining;A2
1984-1987;11;63.705;Minimal mining;A2
1984-1987;11;74.0957;Minimal mining;A2
1984-1987;11;86.076;Minimal mining;A2
1987-1992;11;18.8516;Minimal mining;A2
1987-1992;11;9.8856;Minimal mining;A2
1987-1992;11;5.7224;Minimal mining;A2
1987-1992;11;5.0408;Minimal mining;A2
1987-1992;11;5.8868;Minimal mining;A2
1987-1992;11;7.8902;Minimal mining;A2
1987-1992;11;10.122;Minimal mining;A2
1987-1992;11;11.142;Minimal mining;A2
1987-1992;11;10.5588;Minimal mining;A2
1987-1992;11;15.3518;Minimal mining;A2
1987-1992;11;12.9442;Minimal mining;A2
1987-1992;11;7.0814;Minimal mining;A2
1987-1992;11;27.001;Minimal mining;A2
1987-1992;11;28.578;Minimal mining;A2
1987-1992;11;13.4406;Minimal mining;A2
1987-1992;11;16.0326;Minimal mining;A2
1987-1992;11;13.403;Minimal mining;A2
1987-1992;11;10.5324;Minimal mining;A2
1987-1992;11;10.4854;Minimal mining;A2
1987-1992;11;11.108;Minimal mining;A2
1987-1992;11;13.9658;Minimal mining;A2
1987-1992;11;16.6008;Minimal mining;A2
1987-1992;11;18.7398;Minimal mining;A2
1987-1992;11;20.389;Minimal mining;A2
1987-1992;11;8.516;Minimal mining;A2
1992-1996;11;2.273;Minimal mining;A2
1992-1996;11;3.6688;Minimal mining;A2
1992-1996;11;5.0645;Minimal mining;A2
1992-1996;11;6.5458;Minimal mining;A2
1992-1996;11;8.1045;Minimal mining;A2
1992-1996;11;8.1488;Minimal mining;A2
1992-1996;11;8.2235;Minimal mining;A2
1992-1996;11;8.4308;Minimal mining;A2
1992-1996;11;8.8228;Minimal mining;A2
1992-1996;11;9.35;Minimal mining;A2
1992-1996;11;9.8073;Minimal mining;A2
1992-1996;11;11.125;Minimal mining;A2
1992-1996;11;11.2463;Minimal mining;A2
1992-1996;11;11.9555;Minimal mining;A2
1992-1996;11;12.2583;Minimal mining;A2
1992-1996;11;12.8458;Minimal mining;A2
1992-1996;11;13.1408;Minimal mining;A2
1992-1996;11;13.4725;Minimal mining;A2
1992-1996;11;13.6075;Minimal mining;A2
1992-1996;11;13.7188;Minimal mining;A2
1992-1996;11;13.7693;Minimal mining;A2
1992-1996;11;14.762;Minimal mining;A2
1992-1996;11;15.298;Minimal mining;A2
1992-1996;11;15.428;Minimal mining;A2
1992-1996;11;15.781;Minimal mining;A2
1992-1996;11;15.9268;Minimal mining;A2
1992-1996;11;16.2158;Minimal mining;A2
1992-1996;11;16.8145;Minimal mining;A2
1992-1996;11;17.4778;Minimal mining;A2
1992-1996;11;17.6053;Minimal mining;A2
1992-1996;11;17.7425;Minimal mining;A2
1992-1996;11;19.0968;Minimal mining;A2
1992-1996;11;19.4485;Minimal mining;A2
1992-1996;11;19.7543;Minimal mining;A2
1992-1996;11;20.0215;Minimal mining;A2
1992-1996;11;20.9265;Minimal mining;A2
1992-1996;11;21.6783;Minimal mining;A2
1992-1996;11;23.089;Minimal mining;A2
1992-1996;11;23.815;Minimal mining;A2
1992-1996;11;25.4813;Minimal mining;A2
1992-1996;11;26.1743;Minimal mining;A2
1992-1996;11;27.1923;Minimal mining;A2
1992-1996;11;28.1168;Minimal mining;A2
1992-1996;11;28.2605;Minimal mining;A2
1992-1996;11;31.8228;Minimal mining;A2
1992-1996;11;31.9865;Minimal mining;A2
1992-1996;11;32.2408;Minimal mining;A2
1992-1996;11;32.7985;Minimal mining;A2
1992-1996;11;34.2878;Minimal mining;A2
1992-1996;11;35.6368;Minimal mining;A2
1992-1996;11;36.0688;Minimal mining;A2
1992-1996;11;37.0183;Minimal mining;A2
1992-1996;11;37.6135;Minimal mining;A2
1992-1996;11;37.9513;Minimal mining;A2
1992-1996;11;38.4265;Minimal mining;A2
1992-1996;11;38.4345;Minimal mining;A2
1992-1996;11;39.3338;Minimal mining;A2
1992-1996;11;39.5233;Minimal mining;A2
1992-1996;11;39.8475;Minimal mining;A2
1992-1996;11;41.1525;Minimal mining;A2
1992-1996;11;41.218;Minimal mining;A2
1992-1996;11;41.4458;Minimal mining;A2
1992-1996;11;42.9445;Minimal mining;A2
1992-1996;11;43.0243;Minimal mining;A2
1992-1996;11;43.0675;Minimal mining;A2
1992-1996;11;45.218;Minimal mining;A2
1992-1996;11;45.5028;Minimal mining;A2
1992-1996;11;45.6715;Minimal mining;A2
1992-1996;11;47.577;Minimal mining;A2
1992-1996;11;48.121;Minimal mining;A2
1992-1996;11;48.617;Minimal mining;A2
1992-1996;11;51.2018;Minimal mining;A2
1992-1996;11;51.433;Minimal mining;A2
1992-1996;11;53.0148;Minimal mining;A2
1992-1996;11;53.9198;Minimal mining;A2
1992-1996;11;55.4498;Minimal mining;A2
1992-1996;11;56.8935;Minimal mining;A2
1992-1996;11;58.004;Minimal mining;A2
1992-1996;11;60.2585;Minimal mining;A2
1992-1996;11;60.5955;Minimal mining;A2
1992-1996;11;60.8368;Minimal mining;A2
1992-1996;11;63.1645;Minimal mining;A2
1992-1996;11;64.66;Minimal mining;A2
1992-1996;11;66.0513;Minimal mining;A2
1992-1996;11;68.6175;Minimal mining;A2
1992-1996;11;70.1173;Minimal mining;A2
1992-1996;11;70.229;Minimal mining;A2
1992-1996;11;70.2863;Minimal mining;A2
1992-1996;11;70.895;Minimal mining;A2
1992-1996;11;71.7375;Minimal mining;A2
1992-1996;11;72.8768;Minimal mining;A2
1996-2000;11;4.5268;Minimal mining;A2
1996-2000;11;5.3883;Minimal mining;A2
1996-2000;11;6.4005;Minimal mining;A2
1996-2000;11;7.4585;Minimal mining;A2
1996-2000;11;8.4525;Minimal mining;A2
1996-2000;11;10.9588;Minimal mining;A2
1996-2000;11;11.2695;Minimal mining;A2
1996-2000;11;10.0675;Minimal mining;A2
1996-2000;11;10.623;Minimal mining;A2
1996-2000;11;10.9958;Minimal mining;A2
1996-2000;11;11.2263;Minimal mining;A2
1996-2000;11;11.2275;Minimal mining;A2
1996-2000;11;10.8585;Minimal mining;A2
1996-2000;11;10.3583;Minimal mining;A2
1996-2000;11;9.7555;Minimal mining;A2
1996-2000;11;9.0805;Minimal mining;A2
1996-2000;11;8.3608;Minimal mining;A2
1996-2000;11;7.615;Minimal mining;A2
1996-2000;11;6.842;Minimal mining;A2
1996-2000;11;6.042;Minimal mining;A2
1996-2000;11;5.2205;Minimal mining;A2
1996-2000;11;4.3978;Minimal mining;A2
1996-2000;11;3.6205;Minimal mining;A2
1996-2000;11;3.0015;Minimal mining;A2
1996-2000;11;2.771;Minimal mining;A2
1996-2000;11;3.1548;Minimal mining;A2
1996-2000;11;12.8778;Minimal mining;A2
1996-2000;11;13.005;Minimal mining;A2
1996-2000;11;5.5663;Minimal mining;A2
1996-2000;11;7.3333;Minimal mining;A2
1996-2000;11;9.31;Minimal mining;A2
1996-2000;11;11.4225;Minimal mining;A2
1996-2000;11;13.685;Minimal mining;A2
1996-2000;11;19.432;Minimal mining;A2
1996-2000;11;22.0795;Minimal mining;A2
1996-2000;11;24.9135;Minimal mining;A2
1996-2000;11;28.0268;Minimal mining;A2
1996-2000;11;36.433;Minimal mining;A2
1996-2000;11;39.8823;Minimal mining;A2
1996-2000;11;35.6448;Minimal mining;A2
1996-2000;11;33.9848;Minimal mining;A2
1996-2000;11;39.1663;Minimal mining;A2
1996-2000;11;40.874;Minimal mining;A2
1996-2000;11;20.4565;Minimal mining;A2
1996-2000;11;13.7748;Minimal mining;A2
1996-2000;11;15.6583;Minimal mining;A2
1996-2000;11;15.2693;Minimal mining;A2
2000-2004;11;29.0355;Moderate mining;A2
2000-2004;11;28.5933;Moderate mining;A2
2000-2004;11;25.622;Moderate mining;A2
2000-2004;11;23.785;Moderate mining;A2
2000-2004;11;22.6918;Moderate mining;A2
2000-2004;11;22.6093;Moderate mining;A2
2000-2004;11;22.5533;Moderate mining;A2
2000-2004;11;22.45;Moderate mining;A2
2000-2004;11;22.3813;Moderate mining;A2
2000-2004;11;22.2598;Moderate mining;A2
2000-2004;11;22.2468;Moderate mining;A2
2000-2004;11;21.9168;Moderate mining;A2
2000-2004;11;21.833;Moderate mining;A2
2000-2004;11;21.8248;Moderate mining;A2
2000-2004;11;21.339;Moderate mining;A2
2000-2004;11;20.94;Moderate mining;A2
2000-2004;11;20.9105;Moderate mining;A2
2000-2004;11;20.582;Moderate mining;A2
2000-2004;11;20.4853;Moderate mining;A2
2000-2004;11;19.8875;Moderate mining;A2
2000-2004;11;19.5563;Moderate mining;A2
2000-2004;11;19.3848;Moderate mining;A2
2000-2004;11;19.2798;Moderate mining;A2
2000-2004;11;19.0445;Moderate mining;A2
2000-2004;11;19.0418;Moderate mining;A2
2000-2004;11;18.7843;Moderate mining;A2
2000-2004;11;18.6163;Moderate mining;A2
2000-2004;11;18.6018;Moderate mining;A2
2000-2004;11;18.0843;Moderate mining;A2
2000-2004;11;17.9883;Moderate mining;A2
2000-2004;11;17.9378;Moderate mining;A2
2000-2004;11;17.8613;Moderate mining;A2
2000-2004;11;17.2263;Moderate mining;A2
2000-2004;11;17.2103;Moderate mining;A2
2000-2004;11;16.7728;Moderate mining;A2
2000-2004;11;16.5675;Moderate mining;A2
2000-2004;11;16.5123;Moderate mining;A2
2000-2004;11;15.9043;Moderate mining;A2
2000-2004;11;15.1878;Moderate mining;A2
2000-2004;11;14.3493;Moderate mining;A2
2000-2004;11;14.1793;Moderate mining;A2
2000-2004;11;13.518;Moderate mining;A2
2000-2004;11;13.435;Moderate mining;A2
2000-2004;11;13.3225;Moderate mining;A2
2000-2004;11;13.1053;Moderate mining;A2
2000-2004;11;12.7788;Moderate mining;A2
2000-2004;11;12.3963;Moderate mining;A2
2000-2004;11;12.1415;Moderate mining;A2
2000-2004;11;12.017;Moderate mining;A2
2000-2004;11;11.9618;Moderate mining;A2
2000-2004;11;11.5353;Moderate mining;A2
2000-2004;11;11.378;Moderate mining;A2
2000-2004;11;11.369;Moderate mining;A2
2000-2004;11;10.981;Moderate mining;A2
2000-2004;11;10.7515;Moderate mining;A2
2000-2004;11;10.576;Moderate mining;A2
2000-2004;11;10.276;Moderate mining;A2
2000-2004;11;9.9103;Moderate mining;A2
2000-2004;11;9.478;Moderate mining;A2
2000-2004;11;9.1188;Moderate mining;A2
2000-2004;11;8.8115;Moderate mining;A2
2000-2004;11;8.662;Moderate mining;A2
2000-2004;11;8.5088;Moderate mining;A2
2000-2004;11;8.36;Moderate mining;A2
2000-2004;11;8.075;Moderate mining;A2
2000-2004;11;7.8645;Moderate mining;A2
2000-2004;11;7.7313;Moderate mining;A2
2000-2004;11;6.637;Moderate mining;A2
2000-2004;11;6.2578;Moderate mining;A2
2000-2004;11;4.9685;Moderate mining;A2
2000-2004;11;4.9023;Moderate mining;A2
2000-2004;11;4.5375;Moderate mining;A2
2000-2004;11;4.5308;Moderate mining;A2
2000-2004;11;4.0658;Moderate mining;A2
2000-2004;11;3.9833;Moderate mining;A2
2000-2004;11;3.8563;Moderate mining;A2
2000-2004;11;3.2328;Moderate mining;A2
2000-2004;11;2.781;Moderate mining;A2
2000-2004;11;2.4378;Moderate mining;A2
2000-2004;11;2.256;Moderate mining;A2
2000-2004;11;0.8285;Moderate mining;A2
2004-2008;11;6.9518;Moderate mining;A2
2004-2008;11;7.0618;Moderate mining;A2
2004-2008;11;7.0468;Moderate mining;A2
2004-2008;11;11.1093;Moderate mining;A2
2004-2008;11;11.0303;Moderate mining;A2
2004-2008;11;10.8908;Moderate mining;A2
2004-2008;11;10.6825;Moderate mining;A2
2004-2008;11;10.4098;Moderate mining;A2
2004-2008;11;10.1055;Moderate mining;A2
2004-2008;11;9.8393;Moderate mining;A2
2004-2008;11;0.994;Moderate mining;A2
2004-2008;11;1.1735;Moderate mining;A2
2004-2008;11;3.4448;Moderate mining;A2
2004-2008;11;5.8038;Moderate mining;A2
2004-2008;11;8.1758;Moderate mining;A2
2004-2008;11;10.5048;Moderate mining;A2
2004-2008;11;13.5028;Moderate mining;A2
2004-2008;11;14.7043;Moderate mining;A2
2004-2008;11;15.8583;Moderate mining;A2
2004-2008;11;16.8803;Moderate mining;A2
2004-2008;11;21.725;Moderate mining;A2
2004-2008;11;21.8433;Moderate mining;A2
2004-2008;11;28.6385;Moderate mining;A2
2004-2008;11;28.1933;Moderate mining;A2
2004-2008;11;21.2745;Moderate mining;A2
2004-2008;11;20.542;Moderate mining;A2
2004-2008;11;19.5688;Moderate mining;A2
2004-2008;11;18.422;Moderate mining;A2
2004-2008;11;13.4658;Moderate mining;A2
2004-2008;11;11.5145;Moderate mining;A2
2004-2008;11;9.5358;Moderate mining;A2
2004-2008;11;7.6483;Moderate mining;A2
2004-2008;11;8.761;Moderate mining;A2
2004-2008;11;7.2335;Moderate mining;A2
2004-2008;11;6.228;Moderate mining;A2
2004-2008;11;5.9315;Moderate mining;A2
2004-2008;11;6.2663;Moderate mining;A2
2004-2008;11;4.5345;Moderate mining;A2
2004-2008;11;4.947;Moderate mining;A2
2004-2008;11;5.17;Moderate mining;A2
2004-2008;11;5.1768;Moderate mining;A2
2004-2008;11;4.9953;Moderate mining;A2
2004-2008;11;4.6938;Moderate mining;A2
2004-2008;11;4.3563;Moderate mining;A2
2004-2008;11;4.0265;Moderate mining;A2
2004-2008;11;3.739;Moderate mining;A2
2004-2008;11;3.5075;Moderate mining;A2
2004-2008;11;3.3395;Moderate mining;A2
2004-2008;11;3.2485;Moderate mining;A2
2004-2008;11;3.2278;Moderate mining;A2
2004-2008;11;3.2355;Moderate mining;A2
2004-2008;11;3.2273;Moderate mining;A2
2004-2008;11;3.156;Moderate mining;A2
2004-2008;11;11.26;Moderate mining;A2
2004-2008;11;11.2928;Moderate mining;A2
2004-2008;11;11.3438;Moderate mining;A2
2004-2008;11;11.3868;Moderate mining;A2
2004-2008;11;11.4225;Moderate mining;A2
2004-2008;11;1.5283;Moderate mining;A2
2004-2008;11;2.3678;Moderate mining;A2
2004-2008;11;3.7908;Moderate mining;A2
2004-2008;11;5.4158;Moderate mining;A2
2004-2008;11;12.2993;Moderate mining;A2
2004-2008;11;12.6438;Moderate mining;A2
2004-2008;11;21.385;Moderate mining;A2
