Year;River Segments;Migracion (m/year);Periodo;Zone
1996-2000;9;6.0373;Minimal mining;A1
1996-2000;9;6.147;Minimal mining;A1
1996-2000;9;0.6888;Minimal mining;A1
2000-2004;9;13.946;Moderate mining;A1
2000-2004;9;13.6735;Moderate mining;A1
2000-2004;9;13.2653;Moderate mining;A1
2000-2004;9;12.754;Moderate mining;A1
2000-2004;9;12.1768;Moderate mining;A1
2000-2004;9;11.573;Moderate mining;A1
2000-2004;9;10.9865;Moderate mining;A1
2000-2004;9;10.6795;Moderate mining;A1
2000-2004;9;10.414;Moderate mining;A1
2000-2004;9;9.9773;Moderate mining;A1
2000-2004;9;9.4435;Moderate mining;A1
2000-2004;9;8.902;Moderate mining;A1
2000-2004;9;8.403;Moderate mining;A1
2000-2004;9;7.992;Moderate mining;A1
2000-2004;9;7.7033;Moderate mining;A1
2000-2004;9;7.5228;Moderate mining;A1
2000-2004;9;7.4128;Moderate mining;A1
2000-2004;9;7.335;Moderate mining;A1
2000-2004;9;7.252;Moderate mining;A1
2000-2004;9;7.1615;Moderate mining;A1
2000-2004;9;7.1035;Moderate mining;A1
2000-2004;9;7.0883;Moderate mining;A1
2000-2004;9;7.0845;Moderate mining;A1
2000-2004;9;7.0575;Moderate mining;A1
2000-2004;9;6.9813;Moderate mining;A1
2000-2004;9;6.8578;Moderate mining;A1
2000-2004;9;6.6933;Moderate mining;A1
2000-2004;9;6.4623;Moderate mining;A1
2000-2004;9;6.1383;Moderate mining;A1
2000-2004;9;5.9255;Moderate mining;A1
2000-2004;9;5.7385;Moderate mining;A1
2000-2004;9;5.283;Moderate mining;A1
2000-2004;9;4.831;Moderate mining;A1
2000-2004;9;4.7978;Moderate mining;A1
2000-2004;9;4.7918;Moderate mining;A1
2000-2004;9;4.597;Moderate mining;A1
2000-2004;9;4.525;Moderate mining;A1
2000-2004;9;4.4728;Moderate mining;A1
2000-2004;9;4.2853;Moderate mining;A1
2000-2004;9;4.1553;Moderate mining;A1
2000-2004;9;3.8415;Moderate mining;A1
2000-2004;9;3.784;Moderate mining;A1
2000-2004;9;3.5873;Moderate mining;A1
2000-2004;9;3.3073;Moderate mining;A1
2000-2004;9;3.0158;Moderate mining;A1
2000-2004;9;2.9853;Moderate mining;A1
2000-2004;9;2.9243;Moderate mining;A1
2000-2004;9;2.885;Moderate mining;A1
2000-2004;9;2.8185;Moderate mining;A1
2000-2004;9;2.5635;Moderate mining;A1
2000-2004;9;2.4605;Moderate mining;A1
2000-2004;9;2.3505;Moderate mining;A1
2000-2004;9;2.2103;Moderate mining;A1
2000-2004;9;2.1283;Moderate mining;A1
2000-2004;9;2.1138;Moderate mining;A1
2000-2004;9;2.0323;Moderate mining;A1
2000-2004;9;1.9878;Moderate mining;A1
2000-2004;9;1.9763;Moderate mining;A1
2000-2004;9;1.8075;Moderate mining;A1
2000-2004;9;1.4238;Moderate mining;A1
2000-2004;9;1.3988;Moderate mining;A1
2000-2004;9;0.8168;Moderate mining;A1
2000-2004;9;0.4495;Moderate mining;A1
2004-2008;9;0.8438;Moderate mining;A1
2004-2008;9;8.771;Moderate mining;A1
2004-2008;9;2.714;Moderate mining;A1
2004-2008;9;3.5883;Moderate mining;A1
2004-2008;9;4.2968;Moderate mining;A1
2004-2008;9;11.7008;Moderate mining;A1
2004-2008;9;11.541;Moderate mining;A1
2004-2008;9;11.213;Moderate mining;A1
2004-2008;9;10.7653;Moderate mining;A1
2004-2008;9;10.3068;Moderate mining;A1
2004-2008;9;10.017;Moderate mining;A1
2004-2008;9;10.1015;Moderate mining;A1
2004-2008;9;10.732;Moderate mining;A1
2004-2008;9;11.9705;Moderate mining;A1
2004-2008;9;8.2928;Moderate mining;A1
2004-2008;9;11.3395;Moderate mining;A1
2004-2008;9;14.3915;Moderate mining;A1
2004-2008;9;17.269;Moderate mining;A1
2004-2008;9;21.962;Moderate mining;A1
2004-2008;9;24.2835;Moderate mining;A1
2004-2008;9;21.766;Moderate mining;A1
2004-2008;9;23.0648;Moderate mining;A1
2004-2008;9;23.2175;Moderate mining;A1
2004-2008;9;26.454;Moderate mining;A1
2004-2008;9;25.2053;Moderate mining;A1
2004-2008;9;30.2023;Moderate mining;A1
2004-2008;9;28.1443;Moderate mining;A1
2004-2008;9;20.8315;Moderate mining;A1
2004-2008;9;18.0713;Moderate mining;A1
2004-2008;9;13.5033;Moderate mining;A1
2004-2008;9;10.106;Moderate mining;A1
2004-2008;9;13.0688;Moderate mining;A1
2004-2008;9;11.231;Moderate mining;A1
2004-2008;9;3.7448;Moderate mining;A1
2004-2008;9;10.266;Moderate mining;A1
2004-2008;9;10;Moderate mining;A1
2004-2008;9;10.1418;Moderate mining;A1
2004-2008;9;2.2218;Moderate mining;A1
2004-2008;9;3.399;Moderate mining;A1
2004-2008;9;10.5428;Moderate mining;A1
2004-2008;9;10.7163;Moderate mining;A1
2004-2008;9;10.7813;Moderate mining;A1
2004-2008;9;4.6358;Moderate mining;A1
2004-2008;9;4.4378;Moderate mining;A1
2004-2008;9;4.038;Moderate mining;A1
2004-2008;9;3.4993;Moderate mining;A1
2004-2008;9;2.8838;Moderate mining;A1
2004-2008;9;2.2533;Moderate mining;A1
2004-2008;9;10.1898;Moderate mining;A1
2004-2008;9;10.052;Moderate mining;A1
2004-2008;9;1.2798;Moderate mining;A1
2004-2008;9;1.1213;Moderate mining;A1
2004-2008;9;1.1455;Moderate mining;A1
2004-2008;9;1.2438;Moderate mining;A1
2004-2008;9;1.3473;Moderate mining;A1
2004-2008;9;1.417;Moderate mining;A1
2004-2008;9;1.415;Moderate mining;A1
2004-2008;9;1.3028;Moderate mining;A1
2004-2008;9;1.0433;Moderate mining;A1
2004-2008;9;0.6413;Moderate mining;A1
2004-2008;9;0.1708;Moderate mining;A1
2004-2008;9;0.4213;Moderate mining;A1
2004-2008;9;0.971;Moderate mining;A1
2004-2008;9;1.4963;Moderate mining;A1
2004-2008;9;1.953;Moderate mining;A1
2004-2008;9;2.3008;Moderate mining;A1
2004-2008;9;2.5015;Moderate mining;A1
2004-2008;9;2.5443;Moderate mining;A1
2004-2008;9;2.4348;Moderate mining;A1
2004-2008;9;2.1813;Moderate mining;A1
2004-2008;9;1.7933;Moderate mining;A1
2004-2008;9;1.2998;Moderate mining;A1
2008-2012;9;3.5328;Intensive mining;A1
2008-2012;9;2.8923;Intensive mining;A1
2008-2012;9;2.5748;Intensive mining;A1
2008-2012;9;2.5093;Intensive mining;A1
2008-2012;9;2.6288;Intensive mining;A1
2008-2012;9;2.8688;Intensive mining;A1
2008-2012;9;3.1718;Intensive mining;A1
2008-2012;9;3.473;Intensive mining;A1
2008-2012;9;3.703;Intensive mining;A1
2008-2012;9;9.7668;Intensive mining;A1
2008-2012;9;9.6908;Intensive mining;A1
2008-2012;9;9.6145;Intensive mining;A1
2008-2012;9;9.5348;Intensive mining;A1
2008-2012;9;9.4515;Intensive mining;A1
2008-2012;9;9.3715;Intensive mining;A1
2008-2012;9;9.3188;Intensive mining;A1
2008-2012;9;9.3275;Intensive mining;A1
2008-2012;9;9.465;Intensive mining;A1
2008-2012;9;9.8523;Intensive mining;A1
2008-2012;9;10.5743;Intensive mining;A1
2008-2012;9;11.663;Intensive mining;A1
2008-2012;9;9.611;Intensive mining;A1
2008-2012;9;12.366;Intensive mining;A1
2008-2012;9;14.6753;Intensive mining;A1
2008-2012;9;16.1588;Intensive mining;A1
2008-2012;9;21.3668;Intensive mining;A1
2008-2012;9;28.4513;Intensive mining;A1
2008-2012;9;27.7838;Intensive mining;A1
2008-2012;9;26.886;Intensive mining;A1
2008-2012;9;34.448;Intensive mining;A1
2008-2012;9;33.413;Intensive mining;A1
2008-2012;9;24.4295;Intensive mining;A1
2008-2012;9;16.5225;Intensive mining;A1
2008-2012;9;14.2585;Intensive mining;A1
2008-2012;9;8.562;Intensive mining;A1
2008-2012;9;4.9845;Intensive mining;A1
2008-2012;9;1.4078;Intensive mining;A1
2008-2012;9;9.5265;Intensive mining;A1
2008-2012;9;10.2713;Intensive mining;A1
2008-2012;9;11.8983;Intensive mining;A1
2008-2012;9;21.396;Intensive mining;A1
2008-2012;9;22.7798;Intensive mining;A1
2008-2012;9;15.5303;Intensive mining;A1
2008-2012;9;16.861;Intensive mining;A1
2008-2012;9;12.5808;Intensive mining;A1
2008-2012;9;14.2453;Intensive mining;A1
2008-2012;9;13.3863;Intensive mining;A1
2008-2012;9;12.034;Intensive mining;A1
2008-2012;9;10.3193;Intensive mining;A1
2008-2012;9;8.4253;Intensive mining;A1
2008-2012;9;6.626;Intensive mining;A1
2008-2012;9;6.631;Intensive mining;A1
2008-2012;9;5.7235;Intensive mining;A1
2008-2012;9;15.449;Intensive mining;A1
2008-2012;9;15.378;Intensive mining;A1
2008-2012;9;15.4443;Intensive mining;A1
2008-2012;9;5.8413;Intensive mining;A1
2008-2012;9;6.1633;Intensive mining;A1
2008-2012;9;6.3995;Intensive mining;A1
2008-2012;9;5.6408;Intensive mining;A1
2008-2012;9;5.5748;Intensive mining;A1
2008-2012;9;5.4488;Intensive mining;A1
2008-2012;9;5.2878;Intensive mining;A1
2008-2012;9;5.116;Intensive mining;A1
2008-2012;9;4.9543;Intensive mining;A1
2008-2012;9;4.8195;Intensive mining;A1
2008-2012;9;4.7223;Intensive mining;A1
2008-2012;9;4.6645;Intensive mining;A1
2008-2012;9;4.6428;Intensive mining;A1
2008-2012;9;4.6555;Intensive mining;A1
2008-2012;9;4.7045;Intensive mining;A1
2008-2012;9;4.793;Intensive mining;A1
2008-2012;9;4.9195;Intensive mining;A1
2012-2016;9;16.6553;Intensive mining;A1
2012-2016;9;22.3553;Intensive mining;A1
2012-2016;9;28.6763;Intensive mining;A1
2012-2016;9;26.8595;Intensive mining;A1
2012-2016;9;26.514;Intensive mining;A1
2012-2016;9;21.4768;Intensive mining;A1
2012-2016;9;14.408;Intensive mining;A1
2012-2016;9;8.906;Intensive mining;A1
2012-2016;9;7.164;Intensive mining;A1
2012-2016;9;8.0523;Intensive mining;A1
2012-2016;9;9.802;Intensive mining;A1
2012-2016;9;11.0815;Intensive mining;A1
2012-2016;9;11.1438;Intensive mining;A1
2012-2016;9;10.1493;Intensive mining;A1
2012-2016;9;21.7455;Intensive mining;A1
2012-2016;9;20.8553;Intensive mining;A1
2012-2016;9;4.2003;Intensive mining;A1
2012-2016;9;7.5245;Intensive mining;A1
2012-2016;9;21.9123;Intensive mining;A1
2012-2016;9;22.4543;Intensive mining;A1
2012-2016;9;21.0778;Intensive mining;A1
2012-2016;9;18.1185;Intensive mining;A1
2012-2016;9;14.7088;Intensive mining;A1
2012-2016;9;14.8385;Intensive mining;A1
2012-2016;9;13.5008;Intensive mining;A1
2012-2016;9;13.4878;Intensive mining;A1
2012-2016;9;14.0408;Intensive mining;A1
2012-2016;9;14.3403;Intensive mining;A1
2012-2016;9;10.7255;Intensive mining;A1
2016-2020;9;12.116;Intensive mining;A1
2016-2020;9;27.9005;Intensive mining;A1
2016-2020;9;5.517;Intensive mining;A1
2016-2020;9;4.137;Intensive mining;A1
2016-2020;9;8.6293;Intensive mining;A1
2016-2020;9;27.9215;Intensive mining;A1
2016-2020;9;27.9458;Intensive mining;A1
2016-2020;9;12.6753;Intensive mining;A1
2016-2020;9;9.458;Intensive mining;A1
2016-2020;9;4.625;Intensive mining;A1
2016-2020;9;3.0225;Intensive mining;A1
2016-2020;9;7.5045;Intensive mining;A1
2016-2020;9;10.8365;Intensive mining;A1
2016-2020;9;27.0173;Intensive mining;A1
2016-2020;9;25.325;Intensive mining;A1
2016-2020;9;7.2798;Intensive mining;A1
2016-2020;9;1.8688;Intensive mining;A1
2016-2020;9;3.9878;Intensive mining;A1
2016-2020;9;6.1483;Intensive mining;A1
2016-2020;9;5.5268;Intensive mining;A1
2016-2020;9;4.3418;Intensive mining;A1
2016-2020;9;3.8195;Intensive mining;A1
2016-2020;9;3.9235;Intensive mining;A1
2016-2020;9;4.8453;Intensive mining;A1
2016-2020;9;20.8413;Intensive mining;A1
2016-2020;9;20.5755;Intensive mining;A1
1984-1987;10;2.4893;Minimal mining;A1
1984-1987;10;3.4947;Minimal mining;A1
1984-1987;10;4.314;Minimal mining;A1
1984-1987;10;5.9297;Minimal mining;A1
1984-1987;10;6.2133;Minimal mining;A1
1984-1987;10;6.2253;Minimal mining;A1
1984-1987;10;7.5753;Minimal mining;A1
1984-1987;10;8.6403;Minimal mining;A1
1984-1987;10;11.404;Minimal mining;A1
1984-1987;10;11.463;Minimal mining;A1
1984-1987;10;12.4537;Minimal mining;A1
1984-1987;10;12.517;Minimal mining;A1
1984-1987;10;16.0267;Minimal mining;A1
1984-1987;10;16.8363;Minimal mining;A1
1984-1987;10;17.956;Minimal mining;A1
1984-1987;10;18.5283;Minimal mining;A1
1984-1987;10;22.5573;Minimal mining;A1
1984-1987;10;23.1063;Minimal mining;A1
1984-1987;10;25.1947;Minimal mining;A1
1984-1987;10;25.9503;Minimal mining;A1
1984-1987;10;26.4073;Minimal mining;A1
1984-1987;10;27.8217;Minimal mining;A1
1984-1987;10;28.0577;Minimal mining;A1
1984-1987;10;29.618;Minimal mining;A1
1984-1987;10;30.316;Minimal mining;A1
1984-1987;10;31.835;Minimal mining;A1
1984-1987;10;32.363;Minimal mining;A1
1984-1987;10;32.476;Minimal mining;A1
1984-1987;10;32.7187;Minimal mining;A1
1984-1987;10;36.4307;Minimal mining;A1
1984-1987;10;36.785;Minimal mining;A1
1984-1987;10;37.1513;Minimal mining;A1
1984-1987;10;41.4133;Minimal mining;A1
1987-1992;10;11.5816;Minimal mining;A1
1987-1992;10;15.388;Minimal mining;A1
1987-1992;10;8.2666;Minimal mining;A1
1987-1992;10;5.1722;Minimal mining;A1
1987-1992;10;25.0222;Minimal mining;A1
1987-1992;10;28.9412;Minimal mining;A1
1987-1992;10;17.562;Minimal mining;A1
1987-1992;10;20.5138;Minimal mining;A1
1987-1992;10;17.8092;Minimal mining;A1
1987-1992;10;12.5826;Minimal mining;A1
1987-1992;10;15.3558;Minimal mining;A1
1987-1992;10;14.1894;Minimal mining;A1
1987-1992;10;14.1886;Minimal mining;A1
1987-1992;10;14.4728;Minimal mining;A1
1987-1992;10;7.2164;Minimal mining;A1
1987-1992;10;6.821;Minimal mining;A1
1987-1992;10;15.5464;Minimal mining;A1
1987-1992;10;16.8684;Minimal mining;A1
1987-1992;10;9.2908;Minimal mining;A1
1987-1992;10;13.5746;Minimal mining;A1
1987-1992;10;17.4306;Minimal mining;A1
1987-1992;10;18.8614;Minimal mining;A1
1987-1992;10;17.9218;Minimal mining;A1
1987-1992;10;15.8628;Minimal mining;A1
1987-1992;10;12.6858;Minimal mining;A1
1987-1992;10;9.4104;Minimal mining;A1
1987-1992;10;6.9516;Minimal mining;A1
1987-1992;10;4.893;Minimal mining;A1
1987-1992;10;4.0548;Minimal mining;A1
1987-1992;10;4.3896;Minimal mining;A1
1987-1992;10;3.9118;Minimal mining;A1
1987-1992;10;5.4062;Minimal mining;A1
1987-1992;10;9.752;Minimal mining;A1
1987-1992;10;19.1226;Minimal mining;A1
1987-1992;10;9.9342;Minimal mining;A1
1992-1996;10;0.191;Minimal mining;A1
1992-1996;10;0.2093;Minimal mining;A1
1992-1996;10;0.248;Minimal mining;A1
1992-1996;10;0.2633;Minimal mining;A1
1992-1996;10;0.2735;Minimal mining;A1
1992-1996;10;0.299;Minimal mining;A1
1992-1996;10;0.3118;Minimal mining;A1
1992-1996;10;0.3238;Minimal mining;A1
1992-1996;10;0.426;Minimal mining;A1
1992-1996;10;0.5008;Minimal mining;A1
1992-1996;10;0.561;Minimal mining;A1
1992-1996;10;0.658;Minimal mining;A1
1992-1996;10;0.7545;Minimal mining;A1
1992-1996;10;0.8823;Minimal mining;A1
1992-1996;10;0.9558;Minimal mining;A1
1992-1996;10;0.9938;Minimal mining;A1
1992-1996;10;0.9963;Minimal mining;A1
1992-1996;10;1.1023;Minimal mining;A1
1992-1996;10;1.1248;Minimal mining;A1
1992-1996;10;1.1908;Minimal mining;A1
1992-1996;10;1.2695;Minimal mining;A1
1992-1996;10;1.356;Minimal mining;A1
1992-1996;10;1.5355;Minimal mining;A1
1992-1996;10;1.5758;Minimal mining;A1
1992-1996;10;1.5995;Minimal mining;A1
1992-1996;10;1.6463;Minimal mining;A1
1992-1996;10;1.674;Minimal mining;A1
1992-1996;10;1.6763;Minimal mining;A1
1992-1996;10;1.6945;Minimal mining;A1
1992-1996;10;1.7308;Minimal mining;A1
1992-1996;10;1.827;Minimal mining;A1
1992-1996;10;1.9293;Minimal mining;A1
1992-1996;10;1.969;Minimal mining;A1
1992-1996;10;2.3283;Minimal mining;A1
1992-1996;10;2.3633;Minimal mining;A1
1992-1996;10;2.588;Minimal mining;A1
1992-1996;10;2.773;Minimal mining;A1
1992-1996;10;2.8563;Minimal mining;A1
1992-1996;10;3.0528;Minimal mining;A1
1992-1996;10;3.1043;Minimal mining;A1
1992-1996;10;3.279;Minimal mining;A1
1992-1996;10;3.6785;Minimal mining;A1
1992-1996;10;3.7133;Minimal mining;A1
1992-1996;10;3.8708;Minimal mining;A1
1992-1996;10;4.1978;Minimal mining;A1
1992-1996;10;5.012;Minimal mining;A1
1992-1996;10;6.7518;Minimal mining;A1
1992-1996;10;8.3148;Minimal mining;A1
1992-1996;10;8.3343;Minimal mining;A1
1992-1996;10;8.3715;Minimal mining;A1
1992-1996;10;8.4168;Minimal mining;A1
1992-1996;10;8.549;Minimal mining;A1
1992-1996;10;8.6528;Minimal mining;A1
1992-1996;10;8.7748;Minimal mining;A1
1992-1996;10;8.8155;Minimal mining;A1
1992-1996;10;8.8893;Minimal mining;A1
1992-1996;10;8.9995;Minimal mining;A1
1992-1996;10;10.2178;Minimal mining;A1
1992-1996;10;10.2413;Minimal mining;A1
1992-1996;10;10.2418;Minimal mining;A1
1992-1996;10;10.2563;Minimal mining;A1
1992-1996;10;10.2615;Minimal mining;A1
1992-1996;10;10.2655;Minimal mining;A1
1992-1996;10;10.2753;Minimal mining;A1
1992-1996;10;10.3285;Minimal mining;A1
1992-1996;10;10.4068;Minimal mining;A1
1992-1996;10;10.4533;Minimal mining;A1
1992-1996;10;10.4595;Minimal mining;A1
1992-1996;10;10.6143;Minimal mining;A1
1992-1996;10;10.8505;Minimal mining;A1
1992-1996;10;11.0423;Minimal mining;A1
1992-1996;10;11.1;Minimal mining;A1
1992-1996;10;11.1175;Minimal mining;A1
1992-1996;10;13.5278;Minimal mining;A1
1992-1996;10;15.845;Minimal mining;A1
1992-1996;10;15.9648;Minimal mining;A1
1992-1996;10;18.3673;Minimal mining;A1
1992-1996;10;20.6625;Minimal mining;A1
1992-1996;10;20.742;Minimal mining;A1
1992-1996;10;20.8808;Minimal mining;A1
1992-1996;10;22.4248;Minimal mining;A1
1992-1996;10;22.9613;Minimal mining;A1
1996-2000;10;5.4815;Minimal mining;A1
1996-2000;10;4.6675;Minimal mining;A1
1996-2000;10;4.4073;Minimal mining;A1
1996-2000;10;4.1608;Minimal mining;A1
1996-2000;10;4.0403;Minimal mining;A1
1996-2000;10;4.0985;Minimal mining;A1
1996-2000;10;4.3118;Minimal mining;A1
1996-2000;10;4.6178;Minimal mining;A1
1996-2000;10;4.951;Minimal mining;A1
1996-2000;10;5.254;Minimal mining;A1
1996-2000;10;5.4815;Minimal mining;A1
1996-2000;10;5.5988;Minimal mining;A1
1996-2000;10;5.5828;Minimal mining;A1
1996-2000;10;5.4268;Minimal mining;A1
1996-2000;10;5.1653;Minimal mining;A1
1996-2000;10;4.8805;Minimal mining;A1
1996-2000;10;4.6533;Minimal mining;A1
1996-2000;10;5.5535;Minimal mining;A1
1996-2000;10;5.4995;Minimal mining;A1
1996-2000;10;5.5763;Minimal mining;A1
1996-2000;10;5.727;Minimal mining;A1
1996-2000;10;5.8655;Minimal mining;A1
1996-2000;10;5.9455;Minimal mining;A1
1996-2000;10;5.962;Minimal mining;A1
1996-2000;10;3.9985;Minimal mining;A1
1996-2000;10;4.0383;Minimal mining;A1
1996-2000;10;4.334;Minimal mining;A1
1996-2000;10;6.0068;Minimal mining;A1
1996-2000;10;6.1203;Minimal mining;A1
1996-2000;10;6.2768;Minimal mining;A1
1996-2000;10;6.4695;Minimal mining;A1
1996-2000;10;6.6523;Minimal mining;A1
1996-2000;10;6.7695;Minimal mining;A1
1996-2000;10;15.8353;Minimal mining;A1
1996-2000;10;15.8983;Minimal mining;A1
1996-2000;10;6.6305;Minimal mining;A1
1996-2000;10;5.4798;Minimal mining;A1
1996-2000;10;4.772;Minimal mining;A1
1996-2000;10;4.2615;Minimal mining;A1
1996-2000;10;4.155;Minimal mining;A1
1996-2000;10;4.5153;Minimal mining;A1
1996-2000;10;6.3258;Minimal mining;A1
1996-2000;10;6.9718;Minimal mining;A1
1996-2000;10;7.7673;Minimal mining;A1
1996-2000;10;8.585;Minimal mining;A1
1996-2000;10;9.2793;Minimal mining;A1
1996-2000;10;7.542;Minimal mining;A1
1996-2000;10;14.6763;Minimal mining;A1
1996-2000;10;14.2338;Minimal mining;A1
1996-2000;10;13.6645;Minimal mining;A1
1996-2000;10;13.0658;Minimal mining;A1
1996-2000;10;4.747;Minimal mining;A1
1996-2000;10;3.4803;Minimal mining;A1
1996-2000;10;2.4048;Minimal mining;A1
1996-2000;10;2.0925;Minimal mining;A1
1996-2000;10;7.9905;Minimal mining;A1
1996-2000;10;8.305;Minimal mining;A1
1996-2000;10;8.79;Minimal mining;A1
1996-2000;10;9.303;Minimal mining;A1
1996-2000;10;9.7388;Minimal mining;A1
1996-2000;10;5.1588;Minimal mining;A1
1996-2000;10;5.073;Minimal mining;A1
1996-2000;10;4.7138;Minimal mining;A1
1996-2000;10;4.113;Minimal mining;A1
1996-2000;10;3.3348;Minimal mining;A1
1996-2000;10;2.4773;Minimal mining;A1
1996-2000;10;1.6223;Minimal mining;A1
1996-2000;10;0.8558;Minimal mining;A1
1996-2000;10;0.3355;Minimal mining;A1
1996-2000;10;0.5923;Minimal mining;A1
1996-2000;10;1.0695;Minimal mining;A1
1996-2000;10;1.512;Minimal mining;A1
1996-2000;10;1.9108;Minimal mining;A1
1996-2000;10;2.275;Minimal mining;A1
1996-2000;10;2.6168;Minimal mining;A1
1996-2000;10;2.922;Minimal mining;A1
1996-2000;10;3.1673;Minimal mining;A1
1996-2000;10;9.7458;Minimal mining;A1
1996-2000;10;9.6713;Minimal mining;A1
1996-2000;10;3.8913;Minimal mining;A1
2000-2004;10;29.0713;Moderate mining;A1
2000-2004;10;27.15;Moderate mining;A1
2000-2004;10;21.375;Moderate mining;A1
2000-2004;10;19.592;Moderate mining;A1
2000-2004;10;16.1768;Moderate mining;A1
2000-2004;10;14.7083;Moderate mining;A1
2000-2004;10;14.6513;Moderate mining;A1
2000-2004;10;12.9568;Moderate mining;A1
2000-2004;10;12.1438;Moderate mining;A1
2000-2004;10;11.582;Moderate mining;A1
2000-2004;10;11.231;Moderate mining;A1
2000-2004;10;9.711;Moderate mining;A1
2000-2004;10;9.5343;Moderate mining;A1
2000-2004;10;9.3913;Moderate mining;A1
2000-2004;10;9.3365;Moderate mining;A1
2000-2004;10;9.306;Moderate mining;A1
2000-2004;10;9.1255;Moderate mining;A1
2000-2004;10;9.115;Moderate mining;A1
2000-2004;10;9.0973;Moderate mining;A1
2000-2004;10;8.947;Moderate mining;A1
2000-2004;10;8.8948;Moderate mining;A1
2000-2004;10;8.8768;Moderate mining;A1
2000-2004;10;8.8765;Moderate mining;A1
2000-2004;10;8.8248;Moderate mining;A1
2000-2004;10;8.8118;Moderate mining;A1
2000-2004;10;8.7615;Moderate mining;A1
2000-2004;10;8.6933;Moderate mining;A1
2000-2004;10;8.6583;Moderate mining;A1
2000-2004;10;8.6283;Moderate mining;A1
2000-2004;10;8.5978;Moderate mining;A1
2000-2004;10;8.5433;Moderate mining;A1
2000-2004;10;8.4615;Moderate mining;A1
2000-2004;10;8.4213;Moderate mining;A1
2000-2004;10;8.3978;Moderate mining;A1
2000-2004;10;8.345;Moderate mining;A1
2000-2004;10;8.3423;Moderate mining;A1
2000-2004;10;8.305;Moderate mining;A1
2000-2004;10;8.2925;Moderate mining;A1
2000-2004;10;8.288;Moderate mining;A1
2000-2004;10;8.1095;Moderate mining;A1
2000-2004;10;7.917;Moderate mining;A1
2000-2004;10;7.7435;Moderate mining;A1
2000-2004;10;7.5093;Moderate mining;A1
2000-2004;10;6.8815;Moderate mining;A1
2000-2004;10;6.8645;Moderate mining;A1
2000-2004;10;6.854;Moderate mining;A1
2000-2004;10;6.8235;Moderate mining;A1
2000-2004;10;6.707;Moderate mining;A1
2000-2004;10;6.5608;Moderate mining;A1
2000-2004;10;6.2655;Moderate mining;A1
2000-2004;10;6.1778;Moderate mining;A1
2000-2004;10;6.1178;Moderate mining;A1
2000-2004;10;5.9378;Moderate mining;A1
2000-2004;10;5.8438;Moderate mining;A1
2000-2004;10;5.8298;Moderate mining;A1
2000-2004;10;5.8053;Moderate mining;A1
2000-2004;10;5.7883;Moderate mining;A1
2000-2004;10;5.7793;Moderate mining;A1
2000-2004;10;5.7753;Moderate mining;A1
2000-2004;10;5.7273;Moderate mining;A1
2000-2004;10;5.6568;Moderate mining;A1
2000-2004;10;5.6513;Moderate mining;A1
2000-2004;10;5.606;Moderate mining;A1
2000-2004;10;5.5328;Moderate mining;A1
2000-2004;10;5.517;Moderate mining;A1
2000-2004;10;5.4688;Moderate mining;A1
2000-2004;10;4.8675;Moderate mining;A1
2000-2004;10;4.8625;Moderate mining;A1
2000-2004;10;4.835;Moderate mining;A1
2000-2004;10;4.7798;Moderate mining;A1
2000-2004;10;4.687;Moderate mining;A1
2000-2004;10;4.649;Moderate mining;A1
2000-2004;10;4.6405;Moderate mining;A1
2000-2004;10;4.5018;Moderate mining;A1
2000-2004;10;4.2705;Moderate mining;A1
2000-2004;10;4.2288;Moderate mining;A1
2000-2004;10;4.217;Moderate mining;A1
2000-2004;10;3.6045;Moderate mining;A1
2000-2004;10;3.4963;Moderate mining;A1
2000-2004;10;3.0418;Moderate mining;A1
2004-2008;10;0.7848;Moderate mining;A1
2004-2008;10;0.481;Moderate mining;A1
2004-2008;10;0.7093;Moderate mining;A1
2004-2008;10;1.0743;Moderate mining;A1
2004-2008;10;1.3413;Moderate mining;A1
2004-2008;10;1.4745;Moderate mining;A1
2004-2008;10;1.4833;Moderate mining;A1
2004-2008;10;1.4038;Moderate mining;A1
2004-2008;10;1.2763;Moderate mining;A1
2004-2008;10;1.1398;Moderate mining;A1
2004-2008;10;1.0303;Moderate mining;A1
2004-2008;10;0.9808;Moderate mining;A1
2004-2008;10;1.0268;Moderate mining;A1
2004-2008;10;1.1995;Moderate mining;A1
2004-2008;10;1.4223;Moderate mining;A1
2004-2008;10;1.5575;Moderate mining;A1
2004-2008;10;1.4888;Moderate mining;A1
2004-2008;10;1.2355;Moderate mining;A1
2004-2008;10;0.9388;Moderate mining;A1
2004-2008;10;0.9208;Moderate mining;A1
2004-2008;10;1.314;Moderate mining;A1
2004-2008;10;1.8203;Moderate mining;A1
2004-2008;10;2.2408;Moderate mining;A1
2004-2008;10;2.4923;Moderate mining;A1
2004-2008;10;2.5598;Moderate mining;A1
2004-2008;10;2.5208;Moderate mining;A1
2004-2008;10;2.471;Moderate mining;A1
2004-2008;10;2.457;Moderate mining;A1
2004-2008;10;2.4713;Moderate mining;A1
2004-2008;10;2.5013;Moderate mining;A1
2004-2008;10;2.5378;Moderate mining;A1
2004-2008;10;2.5728;Moderate mining;A1
2004-2008;10;2.5983;Moderate mining;A1
2004-2008;10;2.607;Moderate mining;A1
2004-2008;10;2.6;Moderate mining;A1
2004-2008;10;2.6398;Moderate mining;A1
2004-2008;10;2.8145;Moderate mining;A1
2004-2008;10;3.2115;Moderate mining;A1
